Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Amount Normalized,Purchases Normalized,Value Score,Value Tier,Purchases Freq Normalized,Loyalty Score A,Loyalty Score B,Promo Dependency Score,Satisfaction Flag,Loyalty Tier
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,Monthly,3,0.4,0.6938775510204082,0.5469387755102041,Mid Value,0.5,0.596938775510204,0.596938775510204,0,Satisfied,Mid Loyalty
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,Weekly,5,0.1625,0.9795918367346939,0.571045918367347,Mid Value,1.0,0.9897959183673469,0.9897959183673469,0,Unsatisfied,High Loyalty
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,Fortnightly,4,0.6,0.32653061224489793,0.463265306122449,Mid Value,0.75,0.5382653061224489,0.5382653061224489,0,Unsatisfied,Mid Loyalty
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly,2,0.0,0.5102040816326531,0.25510204081632654,Low Value,0.25,0.38010204081632654,0.38010204081632654,0,Satisfied,Mid Loyalty
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,Quarterly,2,0.15,0.5918367346938775,0.3709183673469388,Mid Value,0.25,0.42091836734693877,0.42091836734693877,0,Unsatisfied,Mid Loyalty
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,Annually,1,0.775,0.6326530612244898,0.7038265306122449,High Value,0.0,0.3163265306122449,0.3163265306122449,0,Unsatisfied,Low Loyalty
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly,2,0.55,0.6938775510204082,0.6219387755102042,Mid Value,0.25,0.4719387755102041,0.4719387755102041,0,Satisfied,Mid Loyalty
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,Annually,1,0.05,0.2857142857142857,0.16785714285714284,Low Value,0.0,0.14285714285714285,0.14285714285714285,0,Unsatisfied,Low Loyalty
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually,1,0.95,0.1836734693877551,0.5668367346938775,Mid Value,0.0,0.09183673469387756,0.09183673469387756,0,Unsatisfied,Low Loyalty
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly,3,0.925,0.2653061224489796,0.5951530612244899,Mid Value,0.5,0.38265306122448983,0.38265306122448983,0,Unsatisfied,Mid Loyalty
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually,1,0.35,0.5918367346938775,0.47091836734693876,Mid Value,0.0,0.29591836734693877,0.29591836734693877,0,Unsatisfied,Low Loyalty
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly,4,0.5,0.30612244897959184,0.4030612244897959,Mid Value,0.75,0.528061224489796,0.528061224489796,0,Satisfied,Mid Loyalty
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,Annually,1,0.45,0.2653061224489796,0.3576530612244898,Mid Value,0.0,0.1326530612244898,0.1326530612244898,0,Unsatisfied,Low Loyalty
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,Weekly,5,0.1625,0.5510204081632653,0.3567602040816326,Mid Value,1.0,0.7755102040816326,0.7755102040816326,0,Unsatisfied,High Loyalty
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,Monthly,3,0.325,0.5714285714285714,0.4482142857142857,Mid Value,0.5,0.5357142857142857,0.5357142857142857,0,Satisfied,Mid Loyalty
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,Quarterly,2,0.2125,0.08163265306122448,0.14706632653061225,Low Value,0.25,0.16581632653061223,0.16581632653061223,0,Satisfied,Low Loyalty
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,Quarterly,2,0.975,0.32653061224489793,0.650765306122449,Mid Value,0.25,0.28826530612244894,0.28826530612244894,0,Unsatisfied,Low Loyalty
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,Weekly,5,0.375,1.0,0.6875,High Value,1.0,1.0,1.0,0,Unsatisfied,High Loyalty
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,Quarterly,2,0.5375,0.4489795918367347,0.4932397959183673,Mid Value,0.25,0.3494897959183674,0.3494897959183674,0,Unsatisfied,Mid Loyalty
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,Annually,1,0.625,0.42857142857142855,0.5267857142857143,Mid Value,0.0,0.21428571428571427,0.21428571428571427,0,Unsatisfied,Low Loyalty
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,15,Cash,Quarterly,2,0.5375,0.2857142857142857,0.41160714285714284,Mid Value,0.25,0.26785714285714285,0.26785714285714285,0,Unsatisfied,Low Loyalty
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,Monthly,3,0.825,0.6326530612244898,0.7288265306122449,High Value,0.5,0.5663265306122449,0.5663265306122449,0,Unsatisfied,Mid Loyalty
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,5,Bank Transfer,Monthly,3,0.9875,0.08163265306122448,0.5345663265306123,Mid Value,0.5,0.29081632653061223,0.29081632653061223,0,Satisfied,Low Loyalty
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,Fortnightly,4,0.25,0.10204081632653061,0.1760204081632653,Low Value,0.75,0.4260204081632653,0.4260204081632653,0,Unsatisfied,Mid Loyalty
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,Fortnightly,4,0.9,0.8775510204081632,0.8887755102040816,High Value,0.75,0.8137755102040816,0.8137755102040816,0,Satisfied,High Loyalty
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly,4,0.0125,0.4489795918367347,0.23073979591836735,Low Value,0.75,0.5994897959183674,0.5994897959183674,0,Unsatisfied,Mid Loyalty
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,44,Venmo,Monthly,3,0.7625,0.8775510204081632,0.8200255102040817,High Value,0.5,0.6887755102040816,0.6887755102040816,0,Satisfied,High Loyalty
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly,2,0.775,0.04081632653061224,0.40790816326530616,Mid Value,0.25,0.14540816326530612,0.14540816326530612,0,Unsatisfied,Low Loyalty
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,14,Cash,Monthly,3,0.85,0.2653061224489796,0.5576530612244898,Mid Value,0.5,0.38265306122448983,0.38265306122448983,0,Unsatisfied,Mid Loyalty
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,37,PayPal,Quarterly,2,1.0,0.7346938775510204,0.8673469387755102,High Value,0.25,0.4923469387755102,0.4923469387755102,0,Satisfied,Mid Loyalty
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,Weekly,5,0.575,0.42857142857142855,0.5017857142857143,Mid Value,1.0,0.7142857142857143,0.7142857142857143,0,Satisfied,High Loyalty
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,2,PayPal,Quarterly,2,0.0625,0.02040816326530612,0.04145408163265306,Low Value,0.25,0.13520408163265307,0.13520408163265307,0,Unsatisfied,Low Loyalty
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,44,Debit Card,Fortnightly,4,0.4125,0.8775510204081632,0.6450255102040816,Mid Value,0.75,0.8137755102040816,0.8137755102040816,0,Unsatisfied,High Loyalty
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,Monthly,3,0.1,0.9795918367346939,0.539795918367347,Mid Value,0.5,0.7397959183673469,0.7397959183673469,0,Satisfied,High Loyalty
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,22,Debit Card,Fortnightly,4,0.0375,0.42857142857142855,0.23303571428571426,Low Value,0.75,0.5892857142857143,0.5892857142857143,0,Satisfied,Mid Loyalty
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,Annually,1,0.175,0.5102040816326531,0.3426020408163265,Mid Value,0.0,0.25510204081632654,0.25510204081632654,0,Unsatisfied,Low Loyalty
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,40,Debit Card,Weekly,5,0.275,0.7959183673469388,0.5354591836734695,Mid Value,1.0,0.8979591836734694,0.8979591836734694,0,Unsatisfied,High Loyalty
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,16,PayPal,Quarterly,2,0.05,0.30612244897959184,0.17806122448979592,Low Value,0.25,0.2780612244897959,0.2780612244897959,0,Unsatisfied,Low Loyalty
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,17,Debit Card,Fortnightly,4,0.3375,0.32653061224489793,0.332015306122449,Low Value,0.75,0.5382653061224489,0.5382653061224489,0,Unsatisfied,Mid Loyalty
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,48,Bank Transfer,Fortnightly,4,0.725,0.9591836734693877,0.8420918367346939,High Value,0.75,0.8545918367346939,0.8545918367346939,0,Satisfied,High Loyalty
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,28,Venmo,Quarterly,2,0.8625,0.5510204081632653,0.7067602040816326,High Value,0.25,0.4005102040816326,0.4005102040816326,0,Unsatisfied,Mid Loyalty
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,26,Credit Card,Fortnightly,4,0.4875,0.5102040816326531,0.4988520408163265,Mid Value,0.75,0.6301020408163265,0.6301020408163265,0,Unsatisfied,Mid Loyalty
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Standard,No,43,Bank Transfer,Quarterly,2,0.925,0.8571428571428571,0.8910714285714285,High Value,0.25,0.5535714285714286,0.5535714285714286,0,Satisfied,Mid Loyalty
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,38,Debit Card,Weekly,5,0.3625,0.7551020408163265,0.5588010204081633,Mid Value,1.0,0.8775510204081632,0.8775510204081632,0,Satisfied,High Loyalty
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,36,Cash,Quarterly,2,0.8625,0.7142857142857143,0.7883928571428571,High Value,0.25,0.48214285714285715,0.48214285714285715,0,Satisfied,Mid Loyalty
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,1,Credit Card,Weekly,5,0.8875,0.0,0.44375,Mid Value,1.0,0.5,0.5,0,Satisfied,Mid Loyalty
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,No,49,Debit Card,Annually,1,0.8625,0.9795918367346939,0.921045918367347,High Value,0.0,0.4897959183673469,0.4897959183673469,0,Satisfied,Mid Loyalty
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,41,Credit Card,Quarterly,2,0.4625,0.8163265306122449,0.6394132653061224,Mid Value,0.25,0.5331632653061225,0.5331632653061225,0,Unsatisfied,Mid Loyalty
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,21,Debit Card,Monthly,3,0.6375,0.40816326530612246,0.5228316326530612,Mid Value,0.5,0.45408163265306123,0.45408163265306123,0,Unsatisfied,Mid Loyalty
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,24,Bank Transfer,Quarterly,2,0.9625,0.46938775510204084,0.7159438775510204,High Value,0.25,0.35969387755102045,0.35969387755102045,0,Unsatisfied,Mid Loyalty
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,Weekly,5,0.3125,0.5306122448979592,0.4215561224489796,Mid Value,1.0,0.7653061224489797,0.7653061224489797,0,Unsatisfied,High Loyalty
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,4,Debit Card,Annually,1,0.8875,0.061224489795918366,0.47436224489795914,Mid Value,0.0,0.030612244897959183,0.030612244897959183,0,Satisfied,Low Loyalty
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,19,Venmo,Annually,1,0.0625,0.3673469387755102,0.2149234693877551,Low Value,0.0,0.1836734693877551,0.1836734693877551,0,Unsatisfied,Low Loyalty
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,1,Bank Transfer,Fortnightly,4,0.5375,0.0,0.26875,Low Value,0.75,0.375,0.375,0,Satisfied,Mid Loyalty
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,27,Debit Card,Annually,1,0.4,0.5306122448979592,0.4653061224489796,Mid Value,0.0,0.2653061224489796,0.2653061224489796,0,Satisfied,Low Loyalty
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5,Credit Card,Weekly,5,0.2875,0.08163265306122448,0.18456632653061222,Low Value,1.0,0.5408163265306123,0.5408163265306123,0,Satisfied,Mid Loyalty
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,20,Venmo,Quarterly,2,0.1,0.3877551020408163,0.24387755102040815,Low Value,0.25,0.31887755102040816,0.31887755102040816,0,Unsatisfied,Low Loyalty
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,50,PayPal,Annually,1,0.725,1.0,0.8625,High Value,0.0,0.5,0.5,0,Unsatisfied,Mid Loyalty
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly,4,0.1375,0.7142857142857143,0.4258928571428572,Mid Value,0.75,0.7321428571428572,0.7321428571428572,0,Satisfied,High Loyalty
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,12,Bank Transfer,Fortnightly,4,0.0375,0.22448979591836735,0.13099489795918368,Low Value,0.75,0.4872448979591837,0.4872448979591837,0,Unsatisfied,Mid Loyalty
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,23,Cash,Monthly,3,0.0625,0.4489795918367347,0.2557397959183674,Low Value,0.5,0.4744897959183674,0.4744897959183674,0,Satisfied,Mid Loyalty
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,21,Venmo,Weekly,5,0.825,0.40816326530612246,0.6165816326530612,Mid Value,1.0,0.7040816326530612,0.7040816326530612,0,Unsatisfied,High Loyalty
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,47,Venmo,Weekly,5,0.85,0.9387755102040817,0.8943877551020408,High Value,1.0,0.9693877551020409,0.9693877551020409,0,Unsatisfied,High Loyalty
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,38,Venmo,Fortnightly,4,0.1875,0.7551020408163265,0.47130102040816324,Mid Value,0.75,0.7525510204081632,0.7525510204081632,0,Satisfied,High Loyalty
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,40,Credit Card,Quarterly,2,0.175,0.7959183673469388,0.4854591836734694,Mid Value,0.25,0.5229591836734694,0.5229591836734694,0,Satisfied,Mid Loyalty
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,35,PayPal,Quarterly,2,0.6875,0.6938775510204082,0.690688775510204,High Value,0.25,0.4719387755102041,0.4719387755102041,0,Unsatisfied,Mid Loyalty
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,Quarterly,2,0.325,0.061224489795918366,0.1931122448979592,Low Value,0.25,0.1556122448979592,0.1556122448979592,0,Satisfied,Low Loyalty
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,28,Venmo,Quarterly,2,0.1375,0.5510204081632653,0.3442602040816326,Mid Value,0.25,0.4005102040816326,0.4005102040816326,0,Unsatisfied,Mid Loyalty
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Quarterly,2,0.9125,0.7142857142857143,0.8133928571428571,High Value,0.25,0.48214285714285715,0.48214285714285715,0,Satisfied,Mid Loyalty
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually,1,0.8125,0.2857142857142857,0.5491071428571428,Mid Value,0.0,0.14285714285714285,0.14285714285714285,0,Unsatisfied,Low Loyalty
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,7,Cash,Fortnightly,4,0.6,0.12244897959183673,0.36122448979591837,Mid Value,0.75,0.4362244897959184,0.4362244897959184,0,Satisfied,Mid Loyalty
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29,PayPal,Quarterly,2,0.25,0.5714285714285714,0.4107142857142857,Mid Value,0.25,0.4107142857142857,0.4107142857142857,0,Unsatisfied,Mid Loyalty
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,12,Debit Card,Annually,1,0.3875,0.22448979591836735,0.30599489795918366,Low Value,0.0,0.11224489795918367,0.11224489795918367,0,Unsatisfied,Low Loyalty
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,16,Bank Transfer,Fortnightly,4,0.8125,0.30612244897959184,0.559311224489796,Mid Value,0.75,0.528061224489796,0.528061224489796,0,Unsatisfied,Mid Loyalty
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,50,Debit Card,Fortnightly,4,0.0375,1.0,0.51875,Mid Value,0.75,0.875,0.875,0,Unsatisfied,High Loyalty
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,11,Debit Card,Annually,1,0.1,0.20408163265306123,0.1520408163265306,Low Value,0.0,0.10204081632653061,0.10204081632653061,0,Unsatisfied,Low Loyalty
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,28,Debit Card,Quarterly,2,0.3,0.5510204081632653,0.42551020408163265,Mid Value,0.25,0.4005102040816326,0.4005102040816326,0,Satisfied,Mid Loyalty
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,36,Venmo,Fortnightly,4,0.4625,0.7142857142857143,0.5883928571428572,Mid Value,0.75,0.7321428571428572,0.7321428571428572,0,Unsatisfied,High Loyalty
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,38,PayPal,Quarterly,2,0.975,0.7551020408163265,0.8650510204081632,High Value,0.25,0.5025510204081632,0.5025510204081632,0,Unsatisfied,Mid Loyalty
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,32,Bank Transfer,Monthly,3,0.6,0.6326530612244898,0.616326530612245,Mid Value,0.5,0.5663265306122449,0.5663265306122449,0,Unsatisfied,Mid Loyalty
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,42,Debit Card,Weekly,5,0.2,0.8367346938775511,0.5183673469387755,Mid Value,1.0,0.9183673469387755,0.9183673469387755,0,Satisfied,High Loyalty
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,22,Debit Card,Fortnightly,4,0.6375,0.42857142857142855,0.5330357142857143,Mid Value,0.75,0.5892857142857143,0.5892857142857143,0,Unsatisfied,Mid Loyalty
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,22,Venmo,Quarterly,2,0.5,0.42857142857142855,0.4642857142857143,Mid Value,0.25,0.3392857142857143,0.3392857142857143,0,Satisfied,Mid Loyalty
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly,2,0.8375,0.6122448979591837,0.7248724489795919,High Value,0.25,0.43112244897959184,0.43112244897959184,0,Satisfied,Mid Loyalty
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,28,Credit Card,Monthly,3,0.225,0.5510204081632653,0.3880102040816326,Mid Value,0.5,0.5255102040816326,0.5255102040816326,0,Satisfied,Mid Loyalty
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,40,Debit Card,Weekly,5,0.3125,0.7959183673469388,0.5542091836734694,Mid Value,1.0,0.8979591836734694,0.8979591836734694,0,Satisfied,High Loyalty
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly,5,0.3375,0.40816326530612246,0.37283163265306124,Mid Value,1.0,0.7040816326530612,0.7040816326530612,0,Unsatisfied,High Loyalty
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,12,PayPal,Quarterly,2,0.4625,0.22448979591836735,0.3434948979591837,Mid Value,0.25,0.2372448979591837,0.2372448979591837,0,Unsatisfied,Low Loyalty
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,33,Credit Card,Annually,1,0.6,0.6530612244897959,0.6265306122448979,Mid Value,0.0,0.32653061224489793,0.32653061224489793,0,Unsatisfied,Low Loyalty
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,9,Bank Transfer,Fortnightly,4,0.4,0.16326530612244897,0.2816326530612245,Low Value,0.75,0.45663265306122447,0.45663265306122447,0,Unsatisfied,Mid Loyalty
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,15,Debit Card,Weekly,5,0.8375,0.2857142857142857,0.5616071428571429,Mid Value,1.0,0.6428571428571428,0.6428571428571428,0,Satisfied,Mid Loyalty
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,13,Bank Transfer,Annually,1,0.175,0.24489795918367346,0.20994897959183673,Low Value,0.0,0.12244897959183673,0.12244897959183673,0,Unsatisfied,Low Loyalty
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,35,Credit Card,Fortnightly,4,0.2625,0.6938775510204082,0.4781887755102041,Mid Value,0.75,0.721938775510204,0.721938775510204,0,Unsatisfied,High Loyalty
2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,1,Debit Card,Quarterly,2,0.925,0.0,0.4625,Mid Value,0.25,0.125,0.125,0,Satisfied,Low Loyalty
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,Fortnightly,4,0.9125,0.4897959183673469,0.7011479591836735,High Value,0.75,0.6198979591836735,0.6198979591836735,0,Unsatisfied,Mid Loyalty
2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,20,Credit Card,Quarterly,2,0.3875,0.3877551020408163,0.38762755102040813,Mid Value,0.25,0.31887755102040816,0.31887755102040816,0,Satisfied,Low Loyalty
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,36,Venmo,Quarterly,2,0.275,0.7142857142857143,0.49464285714285716,Mid Value,0.25,0.48214285714285715,0.48214285714285715,0,Unsatisfied,Mid Loyalty
2140,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,33,Cash,Weekly,5,0.9375,0.6530612244897959,0.7952806122448979,High Value,1.0,0.8265306122448979,0.8265306122448979,0,Unsatisfied,High Loyalty
2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,36,Cash,Fortnightly,4,0.875,0.7142857142857143,0.7946428571428572,High Value,0.75,0.7321428571428572,0.7321428571428572,0,Unsatisfied,High Loyalty
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,32,PayPal,Annually,1,0.975,0.6326530612244898,0.803826530612245,High Value,0.0,0.3163265306122449,0.3163265306122449,0,Satisfied,Low Loyalty
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,21,Venmo,Quarterly,2,0.2375,0.40816326530612246,0.32283163265306125,Low Value,0.25,0.32908163265306123,0.32908163265306123,0,Satisfied,Low Loyalty
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,48,Venmo,Fortnightly,4,0.575,0.9591836734693877,0.7670918367346938,High Value,0.75,0.8545918367346939,0.8545918367346939,0,Unsatisfied,High Loyalty
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,25,PayPal,Quarterly,2,0.0375,0.4897959183673469,0.26364795918367345,Low Value,0.25,0.36989795918367346,0.36989795918367346,0,Unsatisfied,Mid Loyalty
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,32,PayPal,Annually,1,0.6625,0.6326530612244898,0.647576530612245,Mid Value,0.0,0.3163265306122449,0.3163265306122449,0,Satisfied,Low Loyalty
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,45,PayPal,Quarterly,2,0.0375,0.8979591836734694,0.4677295918367347,Mid Value,0.25,0.5739795918367347,0.5739795918367347,0,Satisfied,Mid Loyalty
